Timestamp,Avg_CPU_95,Avg_Proc_Count,Avg_Disk_Avg,Num_Servers,Total_Processes,Hour,Date,Day_of_Week
2024-02-21 09:30:00,2.7180701754385965,206.3833333333333,27.336385964912285,57.0,11763.85,9,21,thurs
2024-02-21 10:00:00,2.2792208970702617,205.8389465041915,27.106045717742635,57.57142857142857,11850.271428571428,9,21,thurs
2024-02-21 10:30:00,1.3685008766803037,205.3003857393337,27.236648158971366,58.6,12030.449999999999,10,21,thurs
2024-02-21 11:00:00,2.102151759008688,198.91060568295117,26.379161800313348,64.14285714285714,12738.07142857143,10,21,thurs
2024-02-21 11:30:00,1.3302647058823531,194.7645588235294,25.61950000000001,68.0,13243.990000000002,11,21,thurs
2024-02-21 12:00:00,2.0840748573676957,185.13901952085186,24.62276689605608,81.28571428571429,14954.685714285717,11,21,thurs
2024-02-21 12:30:00,1.5221758241758243,176.67736263736265,23.803186813186812,91.0,16077.64,12,21,thurs
2024-02-21 13:00:00,1.5815541601255885,177.76805337519622,23.791836734693877,91.0,16176.892857142857,12,21,thurs
2024-02-21 13:30:00,1.360043956043956,177.53516483516484,23.78881318681318,91.0,16155.700000000003,13,21,thurs
2024-02-21 14:00:00,1.4376457183369626,180.20310764504316,24.159710166945185,92.14285714285714,16606.585714285717,13,21,thurs
2024-02-21 14:30:00,1.7147956989247313,181.70881720430106,24.44692473118279,93.0,16898.920000000002,14,21,thurs
2024-02-21 15:00:00,2.9176958525345618,181.4926267281106,24.458356374807984,93.0,16878.814285714285,14,21,thurs
2024-02-21 15:30:00,2.7900430107526883,181.52172043010756,24.462688172043006,93.0,16881.52,15,21,thurs
2024-02-21 16:00:00,2.9542703533026113,181.24938556067588,24.46359447004608,93.0,16856.192857142858,15,21,thurs
2024-02-21 16:30:00,3.0534623655913977,181.89731182795703,24.467526881720424,93.0,16916.450000000004,16,21,thurs
2024-02-21 17:00:00,3.097127496159754,181.99662058371737,24.486098310291855,93.0,16925.685714285715,16,21,thurs
2024-02-21 17:30:00,3.5161105656848997,181.59446587190274,24.478365825151933,92.8,16852.370000000003,17,21,thurs
2024-02-21 18:00:00,2.873164362519201,181.9430107526882,24.480506912442394,93.0,16920.7,17,21,thurs
2024-02-21 18:30:00,2.741247311827957,181.4077419354839,24.480365591397845,93.0,16870.920000000002,18,21,thurs
2024-02-21 19:00:00,3.576712749615975,181.98187403993856,24.465898617511517,93.0,16924.31428571429,18,21,thurs
2024-02-21 19:30:00,3.701892473118279,183.6048387096774,24.473290322580638,93.0,17075.25,19,21,thurs
2024-02-21 20:00:00,2.955007680491551,182.17857142857142,24.483732718894004,93.0,16942.60714285714,19,21,thurs
2024-02-21 20:30:00,2.4173978494623656,181.00817204301077,24.423634408602148,93.0,16833.760000000002,20,21,thurs
2024-02-21 21:00:00,2.6255145929339476,181.2410906298003,24.47838709677419,93.0,16855.42142857143,20,21,thurs
2024-02-21 21:30:00,2.917548387096774,181.70408602150536,24.50486021505376,93.0,16898.48,21,21,thurs
2024-02-21 22:00:00,2.846067588325653,181.6046850998464,24.49059907834101,93.0,16889.235714285714,21,21,thurs
2024-02-21 22:30:00,3.0008387096774194,181.928064516129,24.49,93.0,16919.309999999998,22,21,thurs
2024-02-21 23:00:00,3.252795698924731,181.87188940092165,24.506036866359437,93.0,16914.085714285717,22,21,thurs
2024-02-21 23:30:00,3.1633978494623656,182.49430107526885,24.51692473118279,93.0,16971.97,23,21,thurs
2024-02-22 00:00:00,3.3579368654083024,185.22871368411543,24.976592579646457,84.57142857142857,15632.492857142859,23,21,thurs
2024-02-22 00:30:00,2.1743947368421055,191.0678947368421,25.61481578947369,76.0,14521.16,0,22,fri
2024-02-22 01:00:00,2.10934519517973,195.6066046966732,26.369641312184573,74.28571428571429,14523.707142857142,0,22,fri
2024-02-22 01:30:00,2.253945205479452,199.55246575342466,26.927123287671236,73.0,14567.330000000002,1,22,fri
2024-02-22 02:00:00,2.1029446765748134,198.70638387898663,26.738847781245045,73.57142857142857,14618.757142857145,1,22,fri
2024-02-22 02:30:00,2.019432432432432,199.76162162162163,26.80535135135135,74.0,14782.36,2,22,fri
2024-02-22 03:00:00,2.226962181962182,199.93444460944463,26.958039303039303,76.28571428571429,15253.521428571428,2,22,fri
2024-02-22 03:30:00,2.303179487179487,200.6451282051282,27.08233333333333,78.0,15650.319999999998,3,22,fri
2024-02-22 04:00:00,2.810986546786547,197.55671680700252,26.51318195138195,76.57142857142857,15129.421428571428,3,22,fri
2024-02-22 04:30:00,1.48528,195.4052,25.838346666666666,75.0,14655.390000000003,4,22,fri
2024-02-22 05:00:00,1.0591450980392156,200.93698179271706,26.722320168067228,71.0,14248.171428571428,4,22,fri
2024-02-22 05:30:00,1.5073235294117648,205.87205882352941,27.38726470588236,68.0,13999.3,5,22,fri
2024-02-22 06:00:00,0.7195795183745141,205.67055217609433,27.61288191395962,67.42857142857143,13867.9,5,22,fri
2024-02-22 06:30:00,0.8413731343283581,205.95865671641792,27.7769552238806,67.0,13799.230000000001,6,22,fri
2024-02-22 07:00:00,0.7093603411513859,205.83603411513863,27.765437100213223,67.0,13791.01428571429,6,22,fri
2024-02-22 07:30:00,1.1386268656716418,206.48044776119406,27.730597014925376,67.0,13834.190000000002,7,22,fri
2024-02-22 08:00:00,0.8967590618336887,206.77004264392323,27.76272921108742,67.0,13853.592857142858,7,22,fri
2024-02-22 08:30:00,1.173641791044776,207.52582089552243,27.770358208955223,67.0,13904.230000000001,8,22,fri
2024-02-22 09:00:00,0.7937040151355897,199.62199765758731,27.24392504279408,69.28571428571429,13819.385714285716,8,22,fri
2024-02-22 09:30:00,0.7978591549295775,194.2547887323944,26.85535211267605,71.0,13792.090000000002,9,22,fri
2024-02-22 10:00:00,0.7513123183545718,193.81700061479992,26.659974849094567,71.57142857142857,13871.735714285716,9,22,fri
2024-02-22 10:30:00,0.6784444444444444,193.87444444444446,26.52408333333333,72.0,13958.960000000001,10,22,fri
2024-02-22 11:00:00,1.237265873015873,189.5141369047619,25.839567460317458,76.57142857142857,14497.128571428571,10,22,fri
2024-02-22 11:30:00,1.6268250000000002,187.50975,25.31725,80.0,15000.779999999999,11,22,fri
2024-02-22 12:00:00,2.2690043745408404,182.14487464936886,24.79504700126895,87.0,15815.035714285714,11,22,fri
2024-02-22 12:30:00,2.3012608695652177,177.68173913043478,24.303391304347826,92.0,16346.720000000001,12,22,fri
2024-02-22 13:00:00,1.810760869565217,178.06490683229816,24.292748447204964,92.0,16381.971428571429,12,22,fri
2024-02-22 13:30:00,2.0666086956521736,177.98869565217393,24.280478260869565,92.0,16374.959999999997,13,22,fri
2024-02-22 14:00:00,2.0349121184088803,180.38555570239197,24.7240765825294,93.14285714285714,16803.992857142857,13,22,fri
2024-02-22 14:30:00,1.7124468085106384,182.23563829787238,25.078382978723404,94.0,17130.15,14,22,fri
2024-02-22 15:00:00,1.7963677811550152,181.90683890577506,25.100091185410342,94.0,17099.242857142857,14,22,fri
2024-02-22 15:30:00,1.9405319148936173,182.00744680851062,25.08793617021277,94.0,17108.7,15,22,fri
2024-02-22 16:00:00,1.8642553191489362,181.97788753799392,25.04825227963526,94.0,17105.92142857143,15,22,fri
2024-02-22 16:30:00,2.523723404255319,182.94180851063834,25.024404255319148,94.0,17196.530000000006,16,22,fri
2024-02-22 17:00:00,2.3979331306990876,182.59399696048632,25.033966565349544,94.0,17163.835714285717,16,22,fri
2024-02-22 17:30:00,2.100787234042553,183.11510638297872,25.064638297872342,94.0,17212.82,17,22,fri
2024-02-22 18:00:00,1.9732218844984801,182.319452887538,25.10866261398177,94.0,17138.02857142857,17,22,fri
2024-02-22 18:30:00,1.9165744680851062,182.30531914893618,25.11510638297873,94.0,17136.7,18,22,fri
2024-02-22 19:00:00,2.037127659574468,182.28898176291796,25.09227963525836,94.0,17135.164285714287,18,22,fri
2024-02-22 19:30:00,2.906553191489362,183.79329787234045,25.11165957446808,94.0,17276.57,19,22,fri
2024-02-22 20:00:00,2.1419756838905775,182.90151975683892,25.129984802431608,94.0,17192.742857142857,19,22,fri
