host,_time,CPU_95th_Perc
0ot491ub6o.example.com,1900-01-01 00:00:00,0.7507142857142858
0ot491ub6o.example.com,1900-01-01 01:00:00,0.6541860465116279
0ot491ub6o.example.com,1900-01-01 02:00:00,0.63225
0ot491ub6o.example.com,1900-01-01 03:00:00,0.5908108108108108
0ot491ub6o.example.com,1900-01-01 04:00:00,0.6302857142857142
0ot491ub6o.example.com,1900-01-01 05:00:00,0.6964705882352941
0ot491ub6o.example.com,1900-01-01 06:00:00,0.6465714285714286
0ot491ub6o.example.com,1900-01-01 07:00:00,0.6838235294117647
0ot491ub6o.example.com,1900-01-01 08:00:00,0.7005714285714285
0ot491ub6o.example.com,1900-01-01 09:00:00,0.656764705882353
0ot491ub6o.example.com,1900-01-01 10:00:00,0.7097674418604651
0ot491ub6o.example.com,1900-01-01 11:00:00,0.6740579710144927
0ot491ub6o.example.com,1900-01-01 12:00:00,0.6767692307692308
0ot491ub6o.example.com,1900-01-01 13:00:00,0.7187931034482758
0ot491ub6o.example.com,1900-01-01 14:00:00,0.6925806451612903
0ot491ub6o.example.com,1900-01-01 15:00:00,0.7135
0ot491ub6o.example.com,1900-01-01 16:00:00,0.6748275862068965
0ot491ub6o.example.com,1900-01-01 17:00:00,0.646206896551724
0ot491ub6o.example.com,1900-01-01 18:00:00,0.7490740740740741
0ot491ub6o.example.com,1900-01-01 19:00:00,0.8319230769230769
0ot491ub6o.example.com,1900-01-01 20:00:00,0.7138
0ot491ub6o.example.com,1900-01-01 21:00:00,0.62625
0ot491ub6o.example.com,1900-01-01 22:00:00,0.6633333333333333
0ot491ub6o.example.com,1900-01-01 23:00:00,0.6831707317073171
153lt8728s.example.com,1900-01-01 00:00:00,41.44186046511628
153lt8728s.example.com,1900-01-01 01:00:00,40.98860465116279
153lt8728s.example.com,1900-01-01 02:00:00,43.46051282051282
153lt8728s.example.com,1900-01-01 03:00:00,43.64710526315789
153lt8728s.example.com,1900-01-01 04:00:00,34.53205882352941
153lt8728s.example.com,1900-01-01 05:00:00,39.83676470588235
153lt8728s.example.com,1900-01-01 06:00:00,47.17428571428571
153lt8728s.example.com,1900-01-01 07:00:00,43.906176470588235
153lt8728s.example.com,1900-01-01 08:00:00,42.83571428571429
153lt8728s.example.com,1900-01-01 09:00:00,42.97888888888889
153lt8728s.example.com,1900-01-01 10:00:00,40.22142857142857
153lt8728s.example.com,1900-01-01 11:00:00,36.49985915492958
153lt8728s.example.com,1900-01-01 12:00:00,36.4958064516129
153lt8728s.example.com,1900-01-01 13:00:00,29.744655172413793
153lt8728s.example.com,1900-01-01 14:00:00,42.7915873015873
153lt8728s.example.com,1900-01-01 15:00:00,49.12779661016949
153lt8728s.example.com,1900-01-01 16:00:00,49.55189655172414
153lt8728s.example.com,1900-01-01 17:00:00,44.06275862068965
153lt8728s.example.com,1900-01-01 18:00:00,41.73109090909091
153lt8728s.example.com,1900-01-01 19:00:00,40.590576923076924
153lt8728s.example.com,1900-01-01 20:00:00,40.3448
153lt8728s.example.com,1900-01-01 21:00:00,39.953818181818185
153lt8728s.example.com,1900-01-01 22:00:00,39.93327586206897
153lt8728s.example.com,1900-01-01 23:00:00,44.11
180ot7qkoc.example.com,1900-01-01 00:00:00,0.37000000000000005
180ot7qkoc.example.com,1900-01-01 01:00:00,0.2166666666666667
180ot7qkoc.example.com,1900-01-01 02:00:00,0.18000000000000002
180ot7qkoc.example.com,1900-01-01 03:00:00,0.14750000000000002
180ot7qkoc.example.com,1900-01-01 04:00:00,0.3666666666666667
180ot7qkoc.example.com,1900-01-01 05:00:00,1.7
180ot7qkoc.example.com,1900-01-01 06:00:00,0.51
180ot7qkoc.example.com,1900-01-01 07:00:00,0.14750000000000002
180ot7qkoc.example.com,1900-01-01 08:00:00,0.7575000000000001
180ot7qkoc.example.com,1900-01-01 09:00:00,0.14
180ot7qkoc.example.com,1900-01-01 10:00:00,0.105
180ot7qkoc.example.com,1900-01-01 11:00:00,0.62
180ot7qkoc.example.com,1900-01-01 12:00:00,3.2600000000000002
180ot7qkoc.example.com,1900-01-01 13:00:00,0.51625
180ot7qkoc.example.com,1900-01-01 14:00:00,0.45466666666666666
180ot7qkoc.example.com,1900-01-01 15:00:00,3.8241176470588236
180ot7qkoc.example.com,1900-01-01 16:00:00,0.5441176470588235
180ot7qkoc.example.com,1900-01-01 17:00:00,0.2742857142857143
180ot7qkoc.example.com,1900-01-01 18:00:00,0.22133333333333335
180ot7qkoc.example.com,1900-01-01 19:00:00,0.27071428571428574
180ot7qkoc.example.com,1900-01-01 20:00:00,3.254705882352941
180ot7qkoc.example.com,1900-01-01 21:00:00,0.46222222222222226
180ot7qkoc.example.com,1900-01-01 22:00:00,0.19000000000000003
180ot7qkoc.example.com,1900-01-01 23:00:00,0.14
1e37wa805w.example.com,1900-01-01 00:00:00,0.46444444444444444
1e37wa805w.example.com,1900-01-01 01:00:00,0.3464705882352941
1e37wa805w.example.com,1900-01-01 02:00:00,0.5657894736842105
1e37wa805w.example.com,1900-01-01 03:00:00,3.05
1e37wa805w.example.com,1900-01-01 04:00:00,0.6013333333333333
1e37wa805w.example.com,1900-01-01 05:00:00,2.424736842105263
1e37wa805w.example.com,1900-01-01 06:00:00,0.44476190476190475
1e37wa805w.example.com,1900-01-01 07:00:00,0.46684210526315795
1e37wa805w.example.com,1900-01-01 08:00:00,0.4842105263157894
1e37wa805w.example.com,1900-01-01 09:00:00,0.5694444444444444
1e37wa805w.example.com,1900-01-01 10:00:00,0.5876470588235294
1e37wa805w.example.com,1900-01-01 11:00:00,0.6391666666666667
1e37wa805w.example.com,1900-01-01 12:00:00,0.47050000000000003
1e37wa805w.example.com,1900-01-01 13:00:00,0.43833333333333335
1e37wa805w.example.com,1900-01-01 14:00:00,0.5946666666666667
1e37wa805w.example.com,1900-01-01 15:00:00,0.48125
1e37wa805w.example.com,1900-01-01 16:00:00,3.4405882352941175
1e37wa805w.example.com,1900-01-01 17:00:00,0.56
1e37wa805w.example.com,1900-01-01 18:00:00,0.5223076923076924
1e37wa805w.example.com,1900-01-01 19:00:00,0.4046153846153846
1e37wa805w.example.com,1900-01-01 20:00:00,0.29958333333333337
1e37wa805w.example.com,1900-01-01 21:00:00,0.4096
1e37wa805w.example.com,1900-01-01 22:00:00,0.5672413793103448
1e37wa805w.example.com,1900-01-01 23:00:00,0.8594736842105263
1kzpunn1iw.example.com,1900-01-01 00:00:00,5.8340000000000005
1kzpunn1iw.example.com,1900-01-01 01:00:00,6.261904761904762
1kzpunn1iw.example.com,1900-01-01 02:00:00,6.53
1kzpunn1iw.example.com,1900-01-01 03:00:00,6.452307692307692
1kzpunn1iw.example.com,1900-01-01 04:00:00,6.624
1kzpunn1iw.example.com,1900-01-01 05:00:00,6.5183333333333335
1kzpunn1iw.example.com,1900-01-01 06:00:00,6.588461538461539
1kzpunn1iw.example.com,1900-01-01 07:00:00,6.708571428571429
1kzpunn1iw.example.com,1900-01-01 08:00:00,6.086153846153847
1kzpunn1iw.example.com,1900-01-01 09:00:00,6.436923076923078
1kzpunn1iw.example.com,1900-01-01 10:00:00,6.633157894736843
1kzpunn1iw.example.com,1900-01-01 11:00:00,6.3291176470588235
1kzpunn1iw.example.com,1900-01-01 12:00:00,6.686285714285715
1kzpunn1iw.example.com,1900-01-01 13:00:00,6.708974358974358
1kzpunn1iw.example.com,1900-01-01 14:00:00,6.797948717948718
1kzpunn1iw.example.com,1900-01-01 15:00:00,6.5840000000000005
1kzpunn1iw.example.com,1900-01-01 16:00:00,6.711
1kzpunn1iw.example.com,1900-01-01 17:00:00,6.642162162162162
1kzpunn1iw.example.com,1900-01-01 18:00:00,7.012727272727274
1kzpunn1iw.example.com,1900-01-01 19:00:00,7.922727272727272
1kzpunn1iw.example.com,1900-01-01 20:00:00,10.394838709677419
1kzpunn1iw.example.com,1900-01-01 21:00:00,7.422580645161291
1kzpunn1iw.example.com,1900-01-01 22:00:00,5.239354838709677
1kzpunn1iw.example.com,1900-01-01 23:00:00,5.281052631578947
21553426o4.example.com,1900-01-01 00:00:00,0.060000000000000005
21553426o4.example.com,1900-01-01 01:00:00,0.06772727272727273
21553426o4.example.com,1900-01-01 02:00:00,0.06944444444444445
21553426o4.example.com,1900-01-01 03:00:00,0.05125
21553426o4.example.com,1900-01-01 04:00:00,0.060714285714285714
21553426o4.example.com,1900-01-01 05:00:00,0.06538461538461539
21553426o4.example.com,1900-01-01 06:00:00,0.232
21553426o4.example.com,1900-01-01 07:00:00,0.049999999999999996
21553426o4.example.com,1900-01-01 08:00:00,0.056363636363636366
21553426o4.example.com,1900-01-01 09:00:00,0.049999999999999996
21553426o4.example.com,1900-01-01 10:00:00,0.06777777777777777
21553426o4.example.com,1900-01-01 11:00:00,0.11172413793103449
21553426o4.example.com,1900-01-01 12:00:00,0.12111111111111111
21553426o4.example.com,1900-01-01 13:00:00,0.06055555555555555
21553426o4.example.com,1900-01-01 14:00:00,0.06941176470588235
21553426o4.example.com,1900-01-01 15:00:00,0.07176470588235294
21553426o4.example.com,1900-01-01 16:00:00,0.4378947368421053
21553426o4.example.com,1900-01-01 17:00:00,0.058666666666666666
21553426o4.example.com,1900-01-01 18:00:00,0.13869565217391305
21553426o4.example.com,1900-01-01 19:00:00,0.12052631578947369
21553426o4.example.com,1900-01-01 20:00:00,0.06083333333333333
21553426o4.example.com,1900-01-01 21:00:00,0.055769230769230765
21553426o4.example.com,1900-01-01 22:00:00,0.05
21553426o4.example.com,1900-01-01 23:00:00,0.060000000000000005
26n7558qem.example.com,1900-01-01 00:00:00,0.946
26n7558qem.example.com,1900-01-01 01:00:00,0.31625
26n7558qem.example.com,1900-01-01 02:00:00,0.4417241379310345
26n7558qem.example.com,1900-01-01 03:00:00,0.5962500000000001
26n7558qem.example.com,1900-01-01 04:00:00,0.5
26n7558qem.example.com,1900-01-01 05:00:00,0.6776666666666668
26n7558qem.example.com,1900-01-01 06:00:00,0.5687096774193549
26n7558qem.example.com,1900-01-01 07:00:00,0.4103703703703704
26n7558qem.example.com,1900-01-01 08:00:00,0.52
26n7558qem.example.com,1900-01-01 09:00:00,0.7166666666666667
26n7558qem.example.com,1900-01-01 10:00:00,1.0684848484848484
26n7558qem.example.com,1900-01-01 11:00:00,0.3719565217391304
26n7558qem.example.com,1900-01-01 12:00:00,0.43250000000000005
26n7558qem.example.com,1900-01-01 13:00:00,1.5897872340425532
26n7558qem.example.com,1900-01-01 14:00:00,0.81625
26n7558qem.example.com,1900-01-01 15:00:00,1.1489583333333333
26n7558qem.example.com,1900-01-01 16:00:00,1.6354761904761905
26n7558qem.example.com,1900-01-01 17:00:00,0.43675675675675674
26n7558qem.example.com,1900-01-01 18:00:00,1.5121052631578948
26n7558qem.example.com,1900-01-01 19:00:00,1.58825
26n7558qem.example.com,1900-01-01 20:00:00,0.6302564102564103
26n7558qem.example.com,1900-01-01 21:00:00,0.40560975609756095
26n7558qem.example.com,1900-01-01 22:00:00,0.536595744680851
26n7558qem.example.com,1900-01-01 23:00:00,2.154857142857143
2tt7bdzt93.example.com,1900-01-01 00:00:00,0.49114285714285716
2tt7bdzt93.example.com,1900-01-01 01:00:00,0.27192307692307693
2tt7bdzt93.example.com,1900-01-01 02:00:00,0.3296551724137931
2tt7bdzt93.example.com,1900-01-01 03:00:00,3.2988461538461538
2tt7bdzt93.example.com,1900-01-01 04:00:00,2.221304347826087
2tt7bdzt93.example.com,1900-01-01 05:00:00,0.532
2tt7bdzt93.example.com,1900-01-01 06:00:00,0.49541666666666667
