host,_time,CPU_95th_Perc
0a1a9r17f6.example.com,1900-01-01 04:00:00,1.0
0ot491ub6o.example.com,1900-01-01 00:00:00,0.7265714285714285
0ot491ub6o.example.com,1900-01-01 01:00:00,0.7623529411764706
0ot491ub6o.example.com,1900-01-01 02:00:00,0.8196666666666667
0ot491ub6o.example.com,1900-01-01 03:00:00,0.6624137931034483
0ot491ub6o.example.com,1900-01-01 04:00:00,0.7775
0ot491ub6o.example.com,1900-01-01 05:00:00,0.8379166666666666
0ot491ub6o.example.com,1900-01-01 06:00:00,0.833076923076923
0ot491ub6o.example.com,1900-01-01 07:00:00,0.720625
0ot491ub6o.example.com,1900-01-01 08:00:00,0.8243333333333334
0ot491ub6o.example.com,1900-01-01 09:00:00,0.6293333333333333
0ot491ub6o.example.com,1900-01-01 10:00:00,0.81875
0ot491ub6o.example.com,1900-01-01 11:00:00,0.730625
0ot491ub6o.example.com,1900-01-01 12:00:00,0.7163492063492064
0ot491ub6o.example.com,1900-01-01 13:00:00,0.7826388888888889
0ot491ub6o.example.com,1900-01-01 14:00:00,0.757887323943662
0ot491ub6o.example.com,1900-01-01 15:00:00,0.7529411764705882
0ot491ub6o.example.com,1900-01-01 16:00:00,0.7355882352941177
0ot491ub6o.example.com,1900-01-01 17:00:00,0.82640625
0ot491ub6o.example.com,1900-01-01 18:00:00,0.7955555555555555
0ot491ub6o.example.com,1900-01-01 19:00:00,0.814
0ot491ub6o.example.com,1900-01-01 20:00:00,0.7731746031746032
0ot491ub6o.example.com,1900-01-01 21:00:00,0.7348484848484849
0ot491ub6o.example.com,1900-01-01 22:00:00,0.7899999999999999
0ot491ub6o.example.com,1900-01-01 23:00:00,0.7979411764705882
153lt8728s.example.com,1900-01-01 00:00:00,32.17
153lt8728s.example.com,1900-01-01 01:00:00,31.984411764705882
153lt8728s.example.com,1900-01-01 02:00:00,28.47193548387097
153lt8728s.example.com,1900-01-01 03:00:00,32.128
153lt8728s.example.com,1900-01-01 04:00:00,30.723461538461542
153lt8728s.example.com,1900-01-01 05:00:00,30.404583333333335
153lt8728s.example.com,1900-01-01 06:00:00,27.060000000000002
153lt8728s.example.com,1900-01-01 07:00:00,30.11030303030303
